unicode,ibm,pcms
U+854A,5420,C820
U+745E,5420,C820
U+9510,5420,C820
U+95F0,5420,C820
U+6DA6,5420,C820
U+82E5,5420,C820
U+5F31,5420,C820
U+6420,5420,C820
U+6D12,5420,C820
U+8428,5420,C820
U+816E,5420,C820
U+9CC3,5420,C820
U+585E,5420,C820
U+8D5B,5420,C820
U+4E09,5420,C8FD
U+53C1,54FD,C8FE
U+4F1E,5541,C9A1
U+6563,5542,C9A2
U+6851,5543,C9A3
U+55D3,5544,C9A4
U+4E27,5545,C9A5
U+6414,5546,C9A6
U+9A9A,5547,C9A7
U+626B,5548,C9A8
U+5AC2,5549,C9A9
U+745F,554A,C9AA
U+8272,554B,C9AB
U+6DA9,554C,C9AC
U+6820,554D,C9AD
U+5020,554E,C9AE
U+838E,554F,C9AF
U+7802,5550,C9B0
U+6740,5551,C9B1
U+5239,5552,C9B2
U+6C20,5553,C9B3
U+7EB1,5554,C9B4
U+50BB,5555,C9B5
U+5565,5556,C9B6
U+715E,5557,C9B7
U+7B5B,5558,C9B8
U+6652,5559,C9B9
U+73CA,555A,C9BA
U+82EB,555B,C9BB
U+6749,555C,C9BC
U+5C71,555D,C9BD
U+5220,555E,C9BE
U+717D,555F,C9BF
U+886B,5560,C9C0
U+95EA,5561,C9C1
U+9655,5562,C9C2
U+64C5,5563,C9C3
U+8D61,5564,C9C4
U+81B3,5565,C9C5
U+5520,5566,C9C6
U+6C55,5567,C9C7
U+6247,5568,C9C8
U+7F2E,5569,C9C9
U+5820,556A,C9CA
U+4F24,556B,C9CB
U+5546,556C,C9CC
U+8D4F,556D,C9CD
U+664C,556E,C9CE
U+4E0A,556F,C9CF
U+5C1A,5570,C9D0
U+88F3,5571,C9D1
U+68A2,5572,C9D2
U+634E,5573,C9D3
U+7A0D,5574,C9D4
U+7020,5575,C9D5
U+828D,5576,C9D6
U+5220,5577,C9D7
U+97F6,5578,C9D8
U+5C11,5579,C9D9
U+5420,557A,C9DA
U+90B5,557B,C9DB
U+7ECD,557C,C9DC
U+5962,557D,C9DD
U+8D4A,557E,C9DE
U+86C7,557F,C9DF
U+820C,5520,C920
U+820D,5520,C920
U+8D66,5520,C920
U+6444,5520,C920
U+5C04,5520,C920
U+6151,5520,C920
U+6D20,5520,C920
U+793E,5520,C920
U+8BBE,5520,C920
U+7837,5520,C920
U+7533,5520,C920
U+547B,5520,C920
U+4F38,5520,C920
U+8EAB,5520,C920
U+6D20,5520,C920
U+5A20,5520,C920
U+7EC5,5520,C920
U+795E,5520,C920
U+6C20,5520,C920
U+5BA1,5520,C920
U+5A76,5520,C920
U+751A,5520,C920
U+80BE,5520,C920
U+614E,5520,C920
U+6E17,5520,C920
U+5820,5520,C920
U+751F,5520,C920
U+7525,5520,C920
U+7272,5520,C920
U+5347,5520,C9FD
U+7E20,5520,C9FE
U+7701,55A0,CAA1
U+76DB,55A1,CAA2
U+5269,55A2,CAA3
U+80DC,55A3,CAA4
U+5723,55A4,CAA5
U+5E08,55A5,CAA6
U+5931,55A6,CAA7
U+7220,55A7,CAA8
U+65BD,55A8,CAA9
U+6E7F,55A9,CAAA
U+8BD7,55AA,CAAB
U+5C38,55AB,CAAC
U+8671,55AC,CAAD
U+5341,55AD,CAAE
U+7720,55AE,CAAF
U+62FE,55AF,CAB0
U+6520,55B0,CAB1
U+4EC0,55B1,CAB2
U+98DF,55B2,CAB3
U+8680,55B3,CAB4
U+5B20,55B4,CAB5
U+8BC6,55B5,CAB6
U+5320,55B6,CAB7
U+7720,55B7,CAB8
U+4F7F,55B8,CAB9
U+5C4E,55B9,CABA
U+9A76,55BA,CABB
U+59CB,55BB,CABC
U+5F0F,55BC,CABD
U+793A,55BD,CABE
U+5820,55BE,CABF
U+4E16,55BF,CAC0
U+67FF,55C0,CAC1
U+4E20,55C1,CAC2
U+6220,55C2,CAC3
U+8A93,55C3,CAC4
U+901D,55C4,CAC5
U+52BF,55C5,CAC6
U+662F,55C6,CAC7
U+55DC,55C7,CAC8
U+566C,55C8,CAC9
U+9002,55C9,CACA
U+4ED5,55CA,CACB
U+4F20,55CB,CACC
U+91CA,55CC,CACD
U+9970,55CD,CACE
U+6C0F,55CE,CACF
U+5E02,55CF,CAD0
U+6043,55D0,CAD1
U+5BA4,55D1,CAD2
U+89C6,55D2,CAD3
U+8BD5,55D3,CAD4
U+6536,55D4,CAD5
U+624B,55D5,CAD6
U+9996,55D6,CAD7
U+5B20,55D7,CAD8
U+5BFF,55D8,CAD9
U+6320,55D9,CADA
U+552E,55DA,CADB
U+53D7,55DB,CADC
U+7626,55DC,CADD
U+517D,55DD,CADE
U+852C,55DE,CADF
U+67A2,55DF,CA20
U+68B3,5520,CA20
U+6B20,5520,CA20
U+6220,5520,CA20
U+8F93,5520,CA20
U+53D4,5520,CA20
U+8212,5520,CA20
U+6DD1,5520,CA20
U+7520,5520,CA20
U+4E66,5520,CA20
U+8D4E,5520,CA20
U+5B70,5520,CA20
U+7120,5520,CA20
U+85AF,5520,CA20
U+6620,5520,CA20
U+66D9,5520,CA20
U+7F72,5520,CA20
U+2000,5520,CA20
U+9ECD,5520,CA20
U+9F20,5520,CA20
U+5C5E,5520,CA20
U+672F,5520,CA20
U+8FF0,5520,CA20
U+6811,5520,CA20
U+675F,5520,CA20
U+620D,5520,CA20
U+7AD6,5520,CA20
U+5820,5520,CA20
U+5EB6,5520,CA20
U+6570,5520,CAFD
U+6F31,55FD,CAFE
U+6055,5641,CBA1
U+5237,5642,CBA2
U+800D,5643,CBA3
U+6454,5644,CBA4
U+8870,5645,CBA5
U+7529,5646,CBA6
U+5E05,5647,CBA7
U+6813,5648,CBA8
U+6220,5649,CBA9
U+971C,564A,CBAA
U+53CC,564B,CBAB
U+723D,564C,CBAC
U+8C01,564D,CBAD
U+6C34,564E,CBAE
U+7761,564F,CBAF
U+7A0E,5650,CBB0
U+542E,5651,CBB1
U+77AC,5652,CBB2
U+987A,5653,CBB3
U+821C,5654,CBB4
U+8BF4,5655,CBB5
U+7855,5656,CBB6
U+6714,5657,CBB7
U+70C1,5658,CBB8
U+65AF,5659,CBB9
U+6420,565A,CBBA
U+5636,565B,CBBB
U+601D,565C,CBBC
U+79C1,565D,CBBD
U+5320,565E,CBBE
U+4E1D,565F,CBBF
U+6B7B,5660,CBC0
U+8020,5661,CBC1
U+5B20,5662,CBC2
U+5520,5663,CBC3
U+56DB,5664,CBC4
U+4F3A,5665,CBC5
U+4F3C,5666,CBC6
U+9972,5667,CBC7
U+5D20,5668,CBC8
U+677E,5669,CBC9
U+8038,566A,CBCA
U+6002,566B,CBCB
U+9882,566C,CBCC
U+9001,566D,CBCD
U+5B20,566E,CBCE
U+8BBC,566F,CBCF
U+8BF5,5670,CBD0
U+641C,5671,CBD1
U+8258,5672,CBD2
U+64DE,5673,CBD3
U+55FD,5674,CBD4
U+82CF,5675,CBD5
U+9165,5676,CBD6
U+4FD7,5677,CBD7
U+7D20,5678,CBD8
U+901F,5679,CBD9
U+7C20,567A,CBDA
U+5020,567B,CBDB
U+5851,567C,CBDC
U+6EAF,567D,CBDD
U+5BBF,567E,CBDE
U+8BC9,567F,CBDF
U+8020,5620,CB20
U+9178,5620,CB20
U+849C,5620,CB20
U+7B20,5620,CB20
U+867D,5620,CB20
U+968B,5620,CB20
U+968F,5620,CB20
U+7E20,5620,CB20
U+9AD3,5620,CB20
U+7820,5620,CB20
U+5C20,5620,CB20
U+7A57,5620,CB20
U+9042,5620,CB20
U+96A7,5620,CB20
U+795F,5620,CB20
U+5B59,5620,CB20
U+635F,5620,CB20
U+7B0B,5620,CB20
U+84D1,5620,CB20
U+68AD,5620,CB20
U+5506,5620,CB20
U+7F29,5620,CB20
U+7410,5620,CB20
U+7D22,5620,CB20
U+9501,5620,CB20
U+6240,5620,CB20
U+584C,5620,CB20
U+4ED6,5620,CB20
U+5B20,5620,CB20
U+5979,5620,CBFD
U+5854,5620,CBFE
U+736D,56A0,CCA1
U+631E,56A1,CCA2
U+8E4B,56A2,CCA3
U+8E0F,56A3,CCA4
U+80CE,56A4,CCA5
U+82D4,56A5,CCA6
U+62AC,56A6,CCA7
U+5320,56A7,CCA8
U+6C20,56A8,CCA9
U+915E,56A9,CCAA
U+592A,56AA,CCAB
U+6001,56AB,CCAC
U+6C70,56AC,CCAD
U+574D,56AD,CCAE
U+644A,56AE,CCAF
U+8D2A,56AF,CCB0
U+762B,56B0,CCB1
U+6E20,56B1,CCB2
U+575B,56B2,CCB3
U+6A80,56B3,CCB4
U+7520,56B4,CCB5
U+6F6D,56B5,CCB6
U+8C2D,56B6,CCB7
U+8C08,56B7,CCB8
U+5766,56B8,CCB9
U+6B20,56B9,CCBA
U+8892,56BA,CCBB
U+78B3,56BB,CCBC
U+63A2,56BC,CCBD
U+5320,56BD,CCBE
U+70AD,56BE,CCBF
U+6C64,56BF,CCC0
U+5858,56C0,CCC1
U+642A,56C1,CCC2
U+5802,56C2,CCC3
U+6820,56C3,CCC4
U+819B,56C4,CCC5
U+5510,56C5,CCC6
U+7CD6,56C6,CCC7
U+5018,56C7,CCC8
U+8EBA,56C8,CCC9
U+6DCC,56C9,CCCA
U+8D9F,56CA,CCCB
U+7020,56CB,CCCC
U+6320,56CC,CCCD
U+6D20,56CD,CCCE
U+6ED4,56CE,CCCF
U+7E20,56CF,CCD0
U+8404,56D0,CCD1
U+6843,56D1,CCD2
U+9003,56D2,CCD3
U+6DD8,56D3,CCD4
U+9676,56D4,CCD5
U+8BA8,56D5,CCD6
U+5957,56D6,CCD7
U+7279,56D7,CCD8
U+85E4,56D8,CCD9
U+817E,56D9,CCDA
U+75BC,56DA,CCDB
U+8A8A,56DB,CCDC
U+68AF,56DC,CCDD
U+5254,56DD,CCDE
U+8E22,56DE,CCDF
U+9511,56DF,CC20
U+63D0,5620,CC20
U+9898,5620,CC20
U+8E44,5620,CC20
U+557C,5620,CC20
U+4F53,5620,CC20
U+66FF,5620,CC20
U+5620,5620,CC20
U+60D5,5620,CC20
U+6D20,5620,CC20
U+5243,5620,CC20
U+5C49,5620,CC20
U+5929,5620,CC20
U+6D20,5620,CC20
U+586B,5620,CC20
U+7530,5620,CC20
U+751C,5620,CC20
U+606C,5620,CC20
U+8214,5620,CC20
U+8146,5620,CC20
U+6311,5620,CC20
U+6761,5620,CC20
U+8FE2,5620,CC20
U+773A,5620,CC20
U+8DF3,5620,CC20
U+8D34,5620,CC20
U+94C1,5620,CC20
U+5E16,5620,CC20
U+5320,5620,CC20
U+542C,5620,CCFD
U+70C3,56FD,CCFE
U+6C40,5741,CDA1
U+5E20,5742,CDA2
U+505C,5743,CDA3
U+4EAD,5744,CDA4
U+5EAD,5745,CDA5
U+633A,5746,CDA6
U+8247,5747,CDA7
U+901A,5748,CDA8
U+6850,5749,CDA9
U+916E,574A,CDAA
U+77B3,574B,CDAB
U+540C,574C,CDAC
U+94DC,574D,CDAD
U+5F64,574E,CDAE
U+7A20,574F,CDAF
U+6876,5750,CDB0
U+6345,5751,CDB1
U+7B52,5752,CDB2
U+7EDF,5753,CDB3
U+75DB,5754,CDB4
U+5077,5755,CDB5
U+6220,5756,CDB6
U+5934,5757,CDB7
U+900F,5758,CDB8
U+5120,5759,CDB9
U+79C3,575A,CDBA
U+7A20,575B,CDBB
U+56FE,575C,CDBC
U+5F20,575D,CDBD
U+9014,575E,CDBE
U+6D20,575F,CDBF
U+5C60,5760,CDC0
U+571F,5761,CDC1
U+5410,5762,CDC2
U+5154,5763,CDC3
U+6E4D,5764,CDC4
U+5620,5765,CDC5
U+63A8,5766,CDC6
U+9893,5767,CDC7
U+817F,5768,CDC8
U+8715,5769,CDC9
U+892A,576A,CDCA
U+2000,576B,CDCB
U+541E,576C,CDCC
U+5C6F,576D,CDCD
U+81C0,576E,CDCE
U+62D6,576F,CDCF
U+6258,5770,CDD0
U+8131,5771,CDD1
U+9E35,5772,CDD2
U+9640,5773,CDD3
U+9A6E,5774,CDD4
U+9A7C,5775,CDD5
U+692D,5776,CDD6
U+59A5,5777,CDD7
U+62D3,5778,CDD8
U+553E,5779,CDD9
U+6316,577A,CDDA
U+54C7,577B,CDDB
U+86D9,577C,CDDC
U+6D3C,577D,CDDD
U+5A03,577E,CDDE
U+7420,577F,CDDF
U+889C,5720,CD20
U+6B6A,5720,CD20
U+5916,5720,CD20
U+8C4C,5720,CD20
U+5F2F,5720,CD20
U+6E7E,5720,CD20
U+73A9,5720,CD20
U+987D,5720,CD20
U+4E38,5720,CD20
U+7020,5720,CD20
U+5B20,5720,CD20
U+7820,5720,CD20
U+633D,5720,CD20
U+665A,5720,CD20
U+7620,5720,CD20
U+60CB,5720,CD20
U+5B20,5720,CD20
U+5A49,5720,CD20
U+4E07,5720,CD20
U+8155,5720,CD20
U+6C6A,5720,CD20
U+7320,5720,CD20
U+4EA1,5720,CD20
U+6720,5720,CD20
U+7F51,5720,CD20
U+5F80,5720,CD20
U+6520,5720,CD20
U+671B,5720,CD20
U+5FD8,5720,CD20
U+5920,5720,CDFD
U+5A01,5720,CDFE
U+5DCD,57A0,CEA1
U+5FAE,57A1,CEA2
U+5371,57A2,CEA3
U+97E6,57A3,CEA4
U+8FDD,57A4,CEA5
U+6845,57A5,CEA6
U+5620,57A6,CEA7
U+552F,57A7,CEA8
U+60DF,57A8,CEA9
U+4E3A,57A9,CEAA
U+6F4D,57AA,CEAB
U+7E20,57AB,CEAC
U+82C7,57AC,CEAD
U+840E,57AD,CEAE
U+59D4,57AE,CEAF
U+4F1F,57AF,CEB0
U+4F2A,57B0,CEB1
U+5C3E,57B1,CEB2
U+7EAC,57B2,CEB3
U+672A,57B3,CEB4
U+851A,57B4,CEB5
U+5473,57B5,CEB6
U+754F,57B6,CEB7
U+80C3,57B7,CEB8
U+5520,57B8,CEB9
U+9B4F,57B9,CEBA
U+4F4D,57BA,CEBB
U+6E2D,57BB,CEBC
U+8C13,57BC,CEBD
U+5C09,57BD,CEBE
U+6170,57BE,CEBF
U+536B,57BF,CEC0
U+761F,57C0,CEC1
U+6E29,57C1,CEC2
U+868A,57C2,CEC3
U+6520,57C3,CEC4
U+95FB,57C4,CEC5
U+7EB9,57C5,CEC6
U+543B,57C6,CEC7
U+7A33,57C7,CEC8
U+7D0A,57C8,CEC9
U+95EE,57C9,CECA
U+5520,57CA,CECB
U+7FC1,57CB,CECC
U+7420,57CC,CECD
U+631D,57CD,CECE
U+8717,57CE,CECF
U+6DA1,57CF,CED0
U+7A20,57D0,CED1
U+6211,57D1,CED2
U+65A1,57D2,CED3
U+5367,57D3,CED4
U+6320,57D4,CED5
U+6C20,57D5,CED6
U+5D20,57D6,CED7
U+545C,57D7,CED8
U+94A8,57D8,CED9
U+4E4C,57D9,CEDA
U+6C61,57DA,CEDB
U+8BEC,57DB,CEDC
U+5C4B,57DC,CEDD
U+6520,57DD,CEDE
U+829C,57DE,CEDF
U+68A7,57DF,CE20
U+543E,5720,CE20
U+5434,5720,CE20
U+6BCB,5720,CE20
U+6B66,5720,CE20
U+4E20,5720,CE20
U+6342,5720,CE20
U+5348,5720,CE20
U+821E,5720,CE20
U+4F0D,5720,CE20
U+4FAE,5720,CE20
U+575E,5720,CE20
U+620A,5720,CE20
U+96FE,5720,CE20
U+6664,5720,CE20
U+7269,5720,CE20
U+52FF,5720,CE20
U+52A1,5720,CE20
U+6020,5720,CE20
U+8BEF,5720,CE20
U+6614,5720,CE20
U+7120,5720,CE20
U+6720,5720,CE20
U+897F,5720,CE20
U+7852,5720,CE20
U+77FD,5720,CE20
U+6670,5720,CE20
U+563B,5720,CE20
U+5438,5720,CE20
U+9521,5720,CEFD
U+727A,57FD,CEFE
U+7A00,5841,CFA1
U+606F,5842,CFA2
U+5E0C,5843,CFA3
U+6020,5844,CFA4
U+819D,5845,CFA5
U+5915,5846,CFA6
U+60DC,5847,CFA7
U+7120,5848,CFA8
U+7020,5849,CFA9
U+6EAA,584A,CFAA
U+6C50,584B,CFAB
U+7280,584C,CFAC
U+6A20,584D,CFAD
U+88AD,584E,CFAE
U+5E2D,584F,CFAF
U+4E60,5850,CFB0
U+5AB3,5851,CFB1
U+5520,5852,CFB2
U+94E3,5853,CFB3
U+6D17,5854,CFB4
U+7C20,5855,CFB5
U+9699,5856,CFB6
U+620F,5857,CFB7
U+7EC6,5858,CFB8
U+7720,5859,CFB9
U+867E,585A,CFBA
U+5323,585B,CFBB
U+971E,585C,CFBC
U+8F96,585D,CFBD
U+6620,585E,CFBE
U+5C20,585F,CFBF
U+4FA0,5860,CFC0
U+7220,5861,CFC1
U+4E0B,5862,CFC2
U+53A6,5863,CFC3
U+590F,5864,CFC4
U+5413,5865,CFC5
U+6380,5866,CFC6
U+9528,5867,CFC7
U+5148,5868,CFC8
U+4ED9,5869,CFC9
U+9C9C,586A,CFCA
U+7EA4,586B,CFCB
U+54B8,586C,CFCC
U+8D24,586D,CFCD
U+8854,586E,CFCE
U+8237,586F,CFCF
U+95F2,5870,CFD0
U+6D20,5871,CFD1
U+5F26,5872,CFD2
U+5ACC,5873,CFD3
U+663E,5874,CFD4
U+9669,5875,CFD5
U+73B0,5876,CFD6
U+732E,5877,CFD7
U+53BF,5878,CFD8
U+817A,5879,CFD9
U+9985,587A,CFDA
U+7FA1,587B,CFDB
U+5BAA,587C,CFDC
U+9677,587D,CFDD
U+9650,587E,CFDE
U+7EBF,587F,CFDF
U+7620,5820,CF20
U+53A2,5820,CF20
U+9576,5820,CF20
U+9999,5820,CF20
U+7BB1,5820,CF20
U+8944,5820,CF20
U+6E58,5820,CF20
U+4E61,5820,CF20
U+7FD4,5820,CF20
U+7965,5820,CF20
U+8BE6,5820,CF20
U+6020,5820,CF20
U+54CD,5820,CF20
U+4EAB,5820,CF20
U+9879,5820,CF20
U+5D20,5820,CF20
U+6A61,5820,CF20
U+50CF,5820,CF20
U+5411,5820,CF20
U+8C61,5820,CF20
U+8427,5820,CF20
U+785D,5820,CF20
U+9704,5820,CF20
U+524A,5820,CF20
U+5420,5820,CF20
U+56A3,5820,CF20
U+2000,5820,CF20
U+6D20,5820,CF20
U+5BB5,5820,CF20
U+6DC6,5820,CFFD
U+6653,5820,CFFE
U+5C0F,58A0,D0A1
U+5B5D,58A1,D0A2
U+6821,58A2,D0A3
U+8020,58A3,D0A4
U+5578,58A4,D0A5
U+7B11,58A5,D0A6
U+6548,58A6,D0A7
U+6954,58A7,D0A8
U+4E20,58A8,D0A9
U+6B47,58A9,D0AA
U+874E,58AA,D0AB
U+978B,58AB,D0AC
U+534F,58AC,D0AD
U+631F,58AD,D0AE
U+643A,58AE,D0AF
U+90AA,58AF,D0B0
U+6520,58B0,D0B1
U+80C1,58B1,D0B2
U+8C10,58B2,D0B3
U+5120,58B3,D0B4
U+68B0,58B4,D0B5
U+5378,58B5,D0B6
U+87F9,58B6,D0B7
U+61C8,58B7,D0B8
U+6CC4,58B8,D0B9
U+6C20,58B9,D0BA
U+8C22,58BA,D0BB
U+5C51,58BB,D0BC
U+85AA,58BC,D0BD
U+82AF,58BD,D0BE
U+950C,58BE,D0BF
U+6B23,58BF,D0C0
U+8F9B,58C0,D0C1
U+65B0,58C1,D0C2
U+5F20,58C2,D0C3
U+5FC3,58C3,D0C4
U+4F20,58C4,D0C5
U+8845,58C5,D0C6
U+661F,58C6,D0C7
U+8165,58C7,D0C8
U+7329,58C8,D0C9
U+6020,58C9,D0CA
U+5174,58CA,D0CB
U+5211,58CB,D0CC
U+5720,58CC,D0CD
U+5F62,58CD,D0CE
U+90A2,58CE,D0CF
U+884C,58CF,D0D0
U+9192,58D0,D0D1
U+5E78,58D1,D0D2
U+674F,58D2,D0D3
U+6027,58D3,D0D4
U+59D3,58D4,D0D5
U+5144,58D5,D0D6
U+5120,58D6,D0D7
U+8020,58D7,D0D8
U+5308,58D8,D0D9
U+6C79,58D9,D0DA
U+96C4,58DA,D0DB
U+7120,58DB,D0DC
U+4F11,58DC,D0DD
U+4F20,58DD,D0DE
U+7F20,58DE,D0DF
U+673D,58DF,D020
U+55C5,5820,D020
U+9508,5820,D020
U+79C0,5820,D020
U+8896,5820,D020
U+7E20,5820,D020
U+5820,5820,D020
U+620C,5820,D020
U+2000,5820,D020
U+865A,5820,D020
U+5618,5820,D020
U+987B,5820,D020
U+5F20,5820,D020
U+8BB8,5820,D020
U+84C4,5820,D020
U+9157,5820,D020
U+53D9,5820,D020
U+6520,5820,D020
U+5E20,5820,D020
U+755C,5820,D020
U+6064,5820,D020
U+7D6E,5820,D020
U+5A7F,5820,D020
U+7E20,5820,D020
U+7E20,5820,D020
U+8F69,5820,D020
U+55A7,5820,D020
U+5BA3,5820,D020
U+60AC,5820,D020
U+65CB,5820,D0FD
U+7320,58FD,D0FE
U+9009,5941,D1A1
U+7663,5942,D1A2
U+7729,5943,D1A3
U+7EDA,5944,D1A4
U+9774,5945,D1A5
U+859B,5946,D1A6
U+5B66,5947,D1A7
U+7A74,5948,D1A8
U+96EA,5949,D1A9
U+8840,594A,D1AA
U+52CB,594B,D1AB
U+7120,594C,D1AC
U+5FAA,594D,D1AD
U+6520,594E,D1AE
U+8BE2,594F,D1AF
U+5B20,5950,D1B0
U+9A6F,5951,D1B1
U+5D20,5952,D1B2
U+6B20,5953,D1B3
U+6C5B,5954,D1B4
U+8BAD,5955,D1B5
U+8BAF,5956,D1B6
U+900A,5957,D1B7
U+8FC5,5958,D1B8
U+5320,5959,D1B9
U+62BC,595A,D1BA
U+9E26,595B,D1BB
U+9E2D,595C,D1BC
U+5440,595D,D1BD
U+4E2B,595E,D1BE
U+82BD,595F,D1BF
U+7259,5960,D1C0
U+869C,5961,D1C1
U+5D16,5962,D1C2
U+8859,5963,D1C3
U+6DAF,5964,D1C4
U+96C5,5965,D1C5
U+54D1,5966,D1C6
U+4E20,5967,D1C7
U+8BB6,5968,D1C8
U+7109,5969,D1C9
U+54BD,596A,D1CA
U+9609,596B,D1CB
U+70DF,596C,D1CC
U+6D20,596D,D1CD
U+76D0,596E,D1CE
U+4E25,596F,D1CF
U+7814,5970,D1D0
U+8712,5971,D1D1
U+5CA9,5972,D1D2
U+5E20,5973,D1D3
U+2000,5974,D1D4
U+989C,5975,D1D5
U+960E,5976,D1D6
U+7020,5977,D1D7
U+6CBF,5978,D1D8
U+5944,5979,D1D9
U+63A9,597A,D1DA
U+773C,597B,D1DB
U+884D,597C,D1DC
U+6F14,597D,D1DD
U+8273,597E,D1DE
U+5830,597F,D1DF
U+71D5,5920,D120
U+5320,5920,D120
U+781A,5920,D120
U+96C1,5920,D120
U+5501,5920,D120
U+5F66,5920,D120
U+7130,5920,D120
U+5BB4,5920,D120
U+8C1A,5920,D120
U+9A8C,5920,D120
U+6B20,5920,D120
U+592E,5920,D120
U+9E2F,5920,D120
U+7920,5920,D120
U+6768,5920,D120
U+626C,5920,D120
U+4F6F,5920,D120
U+75A1,5920,D120
U+7F20,5920,D120
U+6D0B,5920,D120
U+9633,5920,D120
U+6C27,5920,D120
U+4E20,5920,D120
U+75D2,5920,D120
U+517B,5920,D120
U+6837,5920,D120
U+6F3E,5920,D120
U+9080,5920,D120
U+8170,5920,D120
U+5920,5920,D1FD
U+7476,5920,D1FE
U+6447,59A0,D2A1
U+5C27,59A1,D2A2
U+9065,59A2,D2A3
U+7A20,59A3,D2A4
U+8C23,59A4,D2A5
U+59DA,59A5,D2A6
U+54AC,59A6,D2A7
U+2000,59A7,D2A8
U+836F,59A8,D2A9
U+8981,59A9,D2AA
U+8000,59AA,D2AB
U+6930,59AB,D2AC
U+564E,59AC,D2AD
U+8036,59AD,D2AE
U+7237,59AE,D2AF
U+91CE,59AF,D2B0
U+51B6,59B0,D2B1
U+4E5F,59B1,D2B2
U+9875,59B2,D2B3
U+6320,59B3,D2B4
U+4E1A,59B4,D2B5
U+5320,59B5,D2B6
U+6620,59B6,D2B7
U+814B,59B7,D2B8
U+591C,59B8,D2B9
U+6DB2,59B9,D2BA
U+4E00,59BA,D2BB
U+5820,59BB,D2BC
U+533B,59BC,D2BD
U+63D6,59BD,D2BE
U+94F1,59BE,D2BF
U+4F20,59BF,D2C0
U+4F0A,59C0,D2C1
U+8863,59C1,D2C2
U+9890,59C2,D2C3
U+5937,59C3,D2C4
U+9057,59C4,D2C5
U+7920,59C5,D2C6
U+4E20,59C6,D2C7
U+8020,59C7,D2C8
U+7520,59C8,D2C9
U+6C20,59C9,D2CA
U+5B20,59CA,D2CB
U+5920,59CB,D2CC
U+5F5D,59CC,D2CD
U+6905,59CD,D2CE
U+8681,59CE,D2CF
U+501A,59CF,D2D0
U+5D20,59D0,D2D1
U+4E59,59D1,D2D2
U+7720,59D2,D2D3
U+4E20,59D3,D2D4
U+827A,59D4,D2D5
U+6220,59D5,D2D6
U+6613,59D6,D2D7
U+9091,59D7,D2D8
U+5C79,59D8,D2D9
U+4EBF,59D9,D2DA
U+5F79,59DA,D2DB
U+81C6,59DB,D2DC
U+9038,59DC,D2DD
U+8020,59DD,D2DE
U+75AB,59DE,D2DF
U+4EA6,59DF,D220
U+88D4,5920,D220
U+610F,5920,D220
U+6BC5,5920,D220
U+5FC6,5920,D220
U+4E49,5920,D220
U+76CA,5920,D220
U+6EA2,5920,D220
U+8BE3,5920,D220
U+8BAE,5920,D220
U+8C0A,5920,D220
U+8BD1,5920,D220
U+5F02,5920,D220
U+7F20,5920,D220
U+7FCC,5920,D220
U+7ECE,5920,D220
U+8335,5920,D220
U+836B,5920,D220
U+5620,5920,D220
U+6BB7,5920,D220
U+97F3,5920,D220
U+9634,5920,D220
U+5920,5920,D220
U+541F,5920,D220
U+94F6,5920,D220
U+6D20,5920,D220
U+5BC5,5920,D220
U+996E,5920,D220
U+5C39,5920,D220
U+5F15,5920,D2FD
U+9690,59FD,D2FE
U+5370,5A41,D3A1
U+82F1,5A42,D3A2
U+6A31,5A43,D3A3
U+5A74,5A44,D3A4
U+9E70,5A45,D3A5
U+5E20,5A46,D3A6
U+7F28,5A47,D3A7
U+83B9,5A48,D3A8
U+8424,5A49,D3A9
U+8425,5A4A,D3AA
U+8367,5A4B,D3AB
U+8747,5A4C,D3AC
U+8FCE,5A4D,D3AD
U+8D62,5A4E,D3AE
U+76C8,5A4F,D3AF
U+5F71,5A50,D3B0
U+9896,5A51,D3B1
U+786C,5A52,D3B2
U+6620,5A53,D3B3
U+54DF,5A54,D3B4
U+6220,5A55,D3B5
U+4F63,5A56,D3B6
U+81C3,5A57,D3B7
U+75C8,5A58,D3B8
U+5EB8,5A59,D3B9
U+96CD,5A5A,D3BA
U+8E0A,5A5B,D3BB
U+86F9,5A5C,D3BC
U+5420,5A5D,D3BD
U+6C20,5A5E,D3BE
U+6D20,5A5F,D3BF
U+6C38,5A60,D3C0
U+607F,5A61,D3C1
U+52C7,5A62,D3C2
U+7528,5A63,D3C3
U+5E7D,5A64,D3C4
U+4F18,5A65,D3C5
U+60A0,5A66,D3C6
U+5F20,5A67,D3C7
U+5C24,5A68,D3C8
U+7531,5A69,D3C9
U+90AE,5A6A,D3CA
U+94C0,5A6B,D3CB
U+72B9,5A6C,D3CC
U+6CB9,5A6D,D3CD
U+6E38,5A6E,D3CE
U+9149,5A6F,D3CF
U+6709,5A70,D3D0
U+53CB,5A71,D3D1
U+5320,5A72,D3D2
U+4F51,5A73,D3D3
U+91C9,5A74,D3D4
U+8BF1,5A75,D3D5
U+53C8,5A76,D3D6
U+5E7C,5A77,D3D7
U+8FC2,5A78,D3D8
U+6D20,5A79,D3D9
U+4E20,5A7A,D3DA
U+76C2,5A7B,D3DB
U+6920,5A7C,D3DC
U+865E,5A7D,D3DD
U+611A,5A7E,D3DE
U+8206,5A7F,D3DF
U+4F59,5A20,D320
U+4FDE,5A20,D320
U+903E,5A20,D320
U+9C7C,5A20,D320
U+6109,5A20,D320
