unicode,euc,ibm,pcibm
U+D220,C6A9,CB41,9162
U+D2A0,C6AA,CB45,9163
U+D2AC,C6AC,CB51,9164
U+D2B1,C6AD,CB57,9165
U+D2B8,C6AE,CB61,9166
U+D2B9,C6AF,CB62,9167
U+D2BC,C6B0,CB65,9168
U+D2BF,C6B1,CB68,9169
U+D2C0,C6B2,CB69,916A
U+D2C8,C6B4,CB71,916B
U+D2C9,C6B5,CB73,916C
U+D2CB,C6B6,CB75,916D
U+D2D4,C6B7,CB20,916F
U+D2D8,C6B8,CB20,9170
U+D2DC,C6B9,CB20,9171
U+D220,C6BC,CBA1,9173
U+D220,C6BD,CBA2,9174
U+D220,C6BE,CBA5,9175
U+D220,C6BF,CBA9,9176
U+D300,C6C0,CBB1,9177
U+D301,C6C1,CBB3,9178
U+D303,C6C2,CBB5,9179
U+D305,C6C3,CBB7,917A
U+D30C,C6C4,CC61,917C
U+D30D,C6C5,CC62,917D
U+D30E,C6C6,CC63,917E
U+D310,C6C7,CC65,9180
U+D314,C6C8,CC69,9181
U+D31C,C6CA,CC71,9182
U+D31D,C6CB,CC73,9183
U+D31F,C6CC,CC75,9184
U+D320,C6CD,CC76,9185
U+D321,C6CE,CC77,9186
U+D325,C6CF,CC7B,9187
U+D328,C6D0,CC20,9189
U+D329,C6D1,CC20,918A
U+D32C,C6D2,CC20,918B
U+D330,C6D3,CC20,918C
U+D338,C6D4,CC20,918D
U+D339,C6D5,CC20,918E
U+D33B,C6D6,CC20,918F
U+D33C,C6D7,CC20,9190
U+D33D,C6D8,CC20,9191
U+D344,C6D9,CCA1,9192
U+D345,C6DA,CCA2,9193
U+D37C,C6DB,CC20,9196
U+D37D,C6DC,CC20,9197
U+D380,C6DD,CC20,9198
U+D320,C6DE,CC20,9199
U+D320,C6DF,CC20,919A
U+D320,C620,CC20,919B
U+D320,C620,CC20,919C
U+D320,C620,CC20,919D
U+D320,C620,CC20,919E
U+D320,C620,CD41,919F
U+D320,C620,CD42,91A0
U+D320,C620,CD45,91A1
U+D3A0,C620,CD49,91A2
U+D3A8,C620,CD51,91A3
U+D3A9,C620,CD53,91A4
U+D3AB,C620,CD55,91A5
U+D3AD,C620,CD57,91A6
U+D3B4,C620,CD61,91A8
U+D3B8,C620,CD65,91AA
U+D3BC,C620,CD69,91AB
U+D3C4,C620,CD71,91AC
U+D3C5,C620,CD73,91AD
U+D3C8,C620,CD76,91AF
U+D3C9,C620,CD77,91B0
U+D3D0,C620,CD20,91B1
U+D320,C620,CD20,91B2
U+D320,C620,CDA1,91B3
U+D320,C620,CDA2,91B4
U+D320,C620,CDA5,91B5
U+D320,C620,CDA9,91B6
U+D320,C620,CDB1,91B7
U+D3FD,C620,CDB3,91B8
U+D3FF,C6FD,CDB5,91B9
U+D401,C6FE,CDB7,91BA
U+D408,C7A1,CDC1,91BB
U+D440,C7A3,CE41,91BD
U+D444,C7A4,CE45,91BE
U+D45C,C7A5,CE61,91BF
U+D46F,C7A9,CE75,91C0
U+D478,C7AA,CE20,91C1
U+D479,C7AB,CE20,91C2
U+D47C,C7AC,CE20,91C3
U+D480,C7AE,CE20,91C4
U+D420,C7B0,CE20,91C5
U+D420,C7B1,CE20,91C6
U+D420,C7B2,CE20,91C7
U+D420,C7B3,CE20,91C8
U+D420,C7B4,CEA1,91C9
U+D4CC,C7B6,CE20,91CB
U+D420,C7BB,CF41,91CC
U+D420,C7BE,CF51,91CE
U+D504,C7C1,CF61,91CF
U+D508,C7C2,CF65,91D1
U+D50C,C7C3,CF69,91D2
U+D514,C7C4,CF71,91D4
U+D515,C7C5,CF73,91D5
U+D517,C7C6,CF75,91D6
U+D53C,C7C7,CFA1,91DA
U+D53D,C7C8,CFA2,91DB
U+D540,C7C9,CFA5,91DC
U+D544,C7CA,CFA9,91DD
U+D54C,C7CB,CFB1,91DE
U+D54D,C7CC,CFB3,91DF
U+D54F,C7CD,CFB5,91E0
U+D551,C7CE,CFB7,91E1
U+D558,C7CF,D061,91E2
U+D559,C7D0,D062,91E3
U+D55C,C7D1,D065,91E4
U+D560,C7D2,D069,91E6
U+D565,C7D3,D06E,91E8
U+D568,C7D4,D071,91E9
U+D569,C7D5,D073,91EA
U+D56B,C7D6,D075,91EB
U+D56D,C7D7,D077,91ED
U+D574,C7D8,D020,91EF
U+D575,C7D9,D020,91F0
U+D578,C7DA,D020,91F1
U+D57C,C7DB,D020,91F2
U+D520,C7DC,D020,91F3
U+D520,C7DD,D020,91F4
U+D520,C7DE,D020,91F5
U+D520,C7DF,D020,91F6
U+D520,C720,D020,91F7
U+D520,C720,D0A1,91F8
U+D5A5,C720,D0B7,91F9
U+D5C8,C720,D020,91FB
U+D5C9,C720,D020,91FC
U+D5CC,C720,D020,9240
U+D5D0,C720,D020,9242
U+D5D8,C720,D020,9243
U+D5D9,C720,D020,9244
U+D5DB,C720,D020,9245
U+D5DD,C720,D020,9246
U+D520,C720,D141,9247
U+D520,C720,D142,9248
U+D520,C720,D145,9249
U+D520,C720,D149,924A
U+D520,C720,D151,924B
U+D520,C720,D153,924C
U+D520,C720,D155,924D
U+D520,C720,D157,924E
U+D600,C720,D161,924F
U+D601,C720,D162,9250
U+D604,C720,D165,9251
U+D608,C720,D169,9252
U+D610,C720,D171,9253
U+D611,C720,D173,9254
U+D613,C720,D175,9255
U+D614,C720,D176,9256
U+D615,C720,D177,9257
U+D61C,C7FD,D120,9258
U+D624,C8A1,D120,9259
U+D638,C8A3,D1A1,925B
U+D639,C8A4,D1A2,925C
U+D63C,C8A5,D1A5,925D
U+D640,C8A6,D1A9,925E
U+D645,C8A7,D1AE,925F
U+D648,C8A8,D1B1,9260
U+D649,C8A9,D1B3,9261
U+D64B,C8AA,D1B5,9262
U+D64D,C8AB,D1B7,9263
U+D651,C8AC,D1BB,9264
U+D654,C8AD,D1C1,9265
U+D655,C8AE,D1C2,9266
U+D658,C8AF,D1C5,9267
U+D65C,C8B0,D1C9,9268
U+D667,C8B1,D1D5,9269
U+D669,C8B2,D1D7,926A
U+D670,C8B3,D120,926B
U+D671,C8B4,D120,926C
U+D674,C8B5,D120,926D
U+D620,C8B6,D120,926E
U+D620,C8B7,D120,926F
U+D620,C8B8,D241,9270
U+D620,C8B9,D242,9271
U+D620,C8BA,D245,9272
U+D620,C8BB,D249,9273
U+D620,C8BD,D255,9274
U+D6A1,C8BE,D257,9275
U+D6A8,C8BF,D261,9276
U+D6C4,C8C4,D220,9279
U+D6C5,C8C5,D220,927A
U+D6C8,C8C6,D220,927B
U+D6CC,C8C7,D220,927C
U+D6D1,C8C8,D220,927D
U+D6D4,C8C9,D220,927E
U+D6D7,C8CA,D220,9281
U+D6D9,C8CB,D220,9282
U+D620,C8CC,D2A1,9283
U+D620,C8CD,D2A5,9284
U+D620,C8CE,D2A9,9285
U+D620,C8CF,D2B1,9286
U+D620,C8D1,D2C1,9287
U+D700,C8D3,D2C5,9288
U+D704,C8D4,D2C9,9289
U+D711,C8D5,D2D7,928B
U+D718,C8D6,D220,928C
U+D719,C8D7,D220,928D
U+D71C,C8D8,D220,928E
U+D720,C8D9,D220,928F
U+D728,C8DA,D220,9290
U+D729,C8DB,D220,9291
U+D72B,C8DC,D220,9292
U+D72D,C8DD,D220,9293
U+D734,C8DE,D341,9294
U+D735,C8DF,D342,9295
U+D73C,C820,D349,9296
U+D744,C820,D351,9297
U+D749,C820,D357,9298
U+D750,C820,D361,9299
U+D751,C820,D362,929A
U+D754,C820,D365,929B
U+D756,C820,D367,929C
U+D757,C820,D368,929D
U+D758,C820,D369,929E
U+D759,C820,D36A,929F
U+D760,C820,D371,92A0
U+D761,C820,D373,92A1
U+D763,C820,D375,92A2
U+D765,C820,D377,92A3
U+D769,C820,D37B,92A4
U+D76C,C820,D320,92A5
U+D770,C820,D320,92A7
U+D774,C820,D320,92A8
U+D720,C820,D320,92A9
U+D720,C820,D3A1,92AA
U+D720,C820,D3A2,92AB
U+D720,C820,D3A5,92AC
U+D720,C820,D3A9,92AD
U+D720,C820,D3B1,92AE
U+D720,C820,D3B3,92AF
U+D720,C8FD,D3B5,92B0
U+D720,C8FE,D3B7,92B1
