MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
1320.0,DI_UNLINKED_OBJECTS,1.0,E,%lUnlinked objects in dialog.,SASHELP.FSP.OK.SLIST
1399.0,IO_CAT_NO_EXIST,1.0,E,The catalog %1$ does not exist or the libref is not assigned.,SASHELP.FSP.OK.SLIST
1400.0,IO_ENTRY_NO_EXIST,1.0,E,The catalog entry %1$ does not exist.,SASHELP.FSP.OK.SLIST
1406.0,DI_CLASS_DOES_NOT_EXIST,1.0,E,%lClass %1$ does not exist. Please enter another class.,SASHELP.FSP.OK.SLIST
1473.0,IO_DELETE_YES_NO,1.0,Q,Are you sure you want to delete %$?,SASHELP.FSP.YN.SLIST
1682.0,IO_SAVE,1.0,Q,%lDo you want to save changes to %1$?,SASHELP.FSP.YN.SLIST
1734.0,DI_DATASET_DOES_NOT_EXIST,1.0,E,%lData set %1$ does not exist. Please enter another data set.,SASHELP.FSP.OK.SLIST
1735.0,IN_DELETE_FROM_DATASET,1.0,E,The class browser does not allow changes to the data set. No classes may be deleted.,SASHELP.FSP.OK.SLIST
1737.0,IN_NO_WRITE_ACCESS,1.0,E,%l%1$ may not be deleted because you do not have write access to it.,SASHELP.FSP.OK.SLIST
1738.0,IN_ONLINE_HELP_NOT_AVAILABLE,1.0,E,On-line help for %$ is not available.,SASHELP.FSP.OK.SLIST
1739.0,IN_NO_SAVE,1.0,E,No class hierarchy has been generated.,SASHELP.FSP.OK.SLIST
1740.0,DI_NOT_CB_DATASET,1.0,E,%l%$ is not a valid Class Browser data set.,SASHELP.FSP.OK.SLIST
1763.0,DI_LIB_NOT_ASSIGNED,1.0,E,The library %1$ is not assigned.,SASHELP.FSP.OK.SLIST
1782.0,DI_OVERWRITE_DATASET,1.0,W,%l%$ data set already exists. OK to overwrite data set.,SASHELP.FSP.OC.SLIST
1783.0,IN_SELECT_DATASET_FIRST,1.0,W,You must first select a data set.,SASHELP.FSP.OK.SLIST
1784.0,IN_C_CODE_LISTS,1.0,W,These lists were created in C source code which is not available to view. If you have any questions please contact your site's SAS representative.,SASHELP.FSP.OK.SLIST
1785.0,IN_NO_SCL_SOURCE,1.0,N,%l%$ is not available to view.,SASHELP.FSP.OK.SLIST
1786.0,IN_NO_DELB4CRE,1.0,N,%LNo warnings were generated for %$.,SASHELP.FSP.OK.SLIST
1787.0,IN_NO_DATA_TO_SAVE,1.0,E,There is no data to save.,SASHELP.FSP.OK.SLIST
1788.0,DI_NOT_SCLL_DATASET,1.0,E,%l%$ is not an SCL List Diagnostic Utility data set.,SASHELP.FSP.OK.SLIST
1789.0,IO_DATASET_REQUIRED,1.0,E,Data set name is required.,SASHELP.FSP.OK.SLIST
1790.0,IN_NO_SCL_FOR_COMPARE,1.0,N,SCL source code is not available for comparison data set.,SASHELP.FSP.OK.SLIST
1793.0,IN_NO_LIST_CONTENTS,1.0,N,List contents are not available for saved data sets.,SASHELP.FSP.OK.SLIST
1805.0,DI_FILEREF_NO_ASSIGN,1.0,E,The fileref %1$ is not assigned,SASHELP.FSP.OK.SLIST
1806.0,DI_FILE_NO_EXIST,1.0,E,The file %1$ does not exist.,SASHELP.FSP.OK.SLIST
1813.0,IO_ENOEXIST,1.0,E,%l%1$ does not exist.,SASHELP.FSP.OK.SLIST
1846.0,IO_WNOEXIST,1.0,W,%l%1$ does not exist.,SASHELP.FSP.OK.SLIST
1868.0,IO_INVALID_UNIT,1.0,E,%l %1$ is an invalid unit of measure.,SASHELP.FSP.OK.SLIST
1921.0,IN_WTOOLONG,1.0,W,%lText is longer than field length.,SASHELP.FSP.OK.SLIST
1923.0,DI_ENOLABEL,1.0,E,%lNo label specified.,SASHELP.FSP.OK.SLIST
1924.0,DI_EBADFIELDS,1.0,E,%lOne or more fields in error; correct error to continue.,SASHELP.FSP.OK.SLIST
1966.0,DI_EDUPID,1.0,E,%lDuplicate ID value specified.,SASHELP.FSP.OK.SLIST
2007.0,DI_ID_NOEXIST,1.0,E,%lID %1# does not exist.,SASHELP.FSP.OK.SLIST
2008.0,IO_NUM_CLIENTS_CHANGE,1.0,W,%n%l The following changes will cause loss of clients,SASHELP.FSP.OK.SLIST
2008.0,IO_NUM_CLIENTS_CHANGE,2.0,W,upon OK from attributes:,SASHELP.FSP.OK.SLIST
2008.0,IO_NUM_CLIENTS_CHANGE,3.0,W,%nOne per tab -> One per group or none.,SASHELP.FSP.OK.SLIST
2008.0,IO_NUM_CLIENTS_CHANGE,4.0,W,%nOne per group -> none.,SASHELP.FSP.OK.SLIST
2022.0,IO_NO_NEGATIVES,1.0,E,%lValue less than zero or missing.,SASHELP.FSP.OK.SLIST
2081.0,IN_DELETE_CLIENTS,1.0,Q,Are you sure you want to delete the following,SASHELP.FSP.YN.SLIST
2081.0,IN_DELETE_CLIENTS,2.0,Q,client areas:%n%1$?,SASHELP.FSP.YN.SLIST
2127.0,DI_ENTRY_NO_EXIST,1.0,E,Catalog entry %1$ does not exist.,SASHELP.FSP.OK.SLIST
2148.0,IO_OVERWRITE_TABLE,1.0,Q,Overwrite existing table %1$?,SASHELP.FSP.YN.SLIST
2151.0,IO_ENOENT,1.0,E,%lCannot open %1$.,SASHELP.FSP.OK.SLIST
2153.0,IO_LIBRARY_NOT_EXIST,1.0,E,%lThe library %1$ does not exist. Please use an existing library.,SASHELP.FSP.OK.SLIST
2154.0,IO_NOT_VALID_DATASET,1.0,E,%l%1$ is not valid SAS data set name.,SASHELP.FSP.OK.SLIST
2166.0,IO_WTABLEEXIST,1.0,W,Table %1$ already exists.%n,SASHELP.FSP.YN.SLIST
2166.0,IO_WTABLEEXIST,2.0,W,Do you want to replace it?,SASHELP.FSP.YN.SLIST
2167.0,IO_EBADPATH,1.0,E,%lDirectory %1$ cannot be accessed.%n,SASHELP.FSP.OK.SLIST
2167.0,IO_EBADPATH,2.0,E,Select a different path to continue.,SASHELP.FSP.OK.SLIST
2168.0,IN_EOPENTABLE,1.0,E,%lYou are currently viewing %1$.,SASHELP.FSP.OK.SLIST
2168.0,IN_EOPENTABLE,2.0,E,Specify a different table name to continue.,SASHELP.FSP.OK.SLIST
2169.0,DI_ENOVARS,1.0,E,%l%1$ contains no variables or cannot be opened.,SASHELP.FSP.OK.SLIST
2169.0,DI_ENOVARS,2.0,E,Select another table to continue.,SASHELP.FSP.OK.SLIST
2170.0,IO_SAME_TABLE,1.0,E,%lYou cannot include the same table that you are,SASHELP.FSP.OK.SLIST
